Indicator,Year,County,State,FIPS,Rate,Cases,Population
HIV diagnoses,2014,Carroll County ,Indiana,18015,Data suppressed,Data suppressed,"16,770"
HIV diagnoses,2014,Carroll County ,Iowa,19027,Data suppressed,Data suppressed,"16,970"
HIV diagnoses,2014,Cass County ,Illinois,17017,Data suppressed,Data suppressed,"10,826"
HIV diagnoses,2014,Cass County ,Indiana,18017,Data suppressed,Data suppressed,"31,881"
HIV diagnoses,2014,Cass County ,Iowa,19029,Data suppressed,Data suppressed,"11,244"
HIV diagnoses,2014,Cassia County ,Idaho,16031,Data suppressed,Data suppressed,"18,019"
HIV diagnoses,2014,Catoosa County ,Georgia,13047,Data suppressed,Data suppressed,"54,787"
HIV diagnoses,2014,Cedar County ,Iowa,19031,Data suppressed,Data suppressed,"15,460"
HIV diagnoses,2014,Cerro Gordo County ,Iowa,19033,Data suppressed,Data suppressed,"36,861"
HIV diagnoses,2014,Champaign County ,Illinois,17019,9.5,17,"178,657"
HIV diagnoses,2014,Charlotte County ,Florida,12015,5.2,8,"153,475"
HIV diagnoses,2014,Charlton County ,Georgia,13049,Data suppressed,Data suppressed,"11,092"
HIV diagnoses,2014,Chase County ,Kansas,20017,Data suppressed,Data suppressed,"2,296"
HIV diagnoses,2014,Chatham County ,Georgia,13051,33.5,79,"236,161"
HIV diagnoses,2014,Chattahoochee County ,Georgia,13053,Data suppressed,Data suppressed,"9,651"
HIV diagnoses,2014,Chattooga County ,Georgia,13055,Data suppressed,Data suppressed,"20,929"
HIV diagnoses,2014,Chautauqua County ,Kansas,20019,Data suppressed,Data suppressed,"2,973"
HIV diagnoses,2014,Cherokee County ,Georgia,13057,10.1,19,"188,237"
HIV diagnoses,2014,Cherokee County ,Iowa,19035,Data suppressed,Data suppressed,"10,023"
HIV diagnoses,2014,Cherokee County ,Kansas,20021,Data suppressed,Data suppressed,"17,255"
HIV diagnoses,2014,Cheyenne County ,Kansas,20023,Data suppressed,Data suppressed,"2,298"
HIV diagnoses,2014,Chickasaw County ,Iowa,19037,Data suppressed,Data suppressed,"10,110"
HIV diagnoses,2014,Christian County ,Illinois,17021,Data suppressed,Data suppressed,"28,815"
HIV diagnoses,2014,Citrus County ,Florida,12017,6.4,8,"124,730"
HIV diagnoses,2014,Clark County ,Idaho,16033,Data suppressed,Data suppressed,703
HIV diagnoses,2014,Clark County ,Illinois,17023,Data suppressed,Data suppressed,"13,552"
HIV diagnoses,2014,Clark County ,Indiana,18019,12.6,12,"95,306"
HIV diagnoses,2014,Clark County ,Kansas,20025,Data suppressed,Data suppressed,"1,730"
HIV diagnoses,2014,Clarke County ,Georgia,13059,15.3,16,"104,709"
HIV diagnoses,2014,Clarke County ,Iowa,19039,Data suppressed,Data suppressed,"7,570"
HIV diagnoses,2014,Clay County ,Florida,12019,13.2,22,"167,092"
HIV diagnoses,2014,Clay County ,Georgia,13061,Data suppressed,Data suppressed,"2,590"
HIV diagnoses,2014,Clay County ,Illinois,17025,Data suppressed,Data suppressed,"11,281"
HIV diagnoses,2014,Clay County ,Indiana,18021,Data suppressed,Data suppressed,"22,218"
HIV diagnoses,2014,Clay County ,Iowa,19041,Data suppressed,Data suppressed,"13,820"
HIV diagnoses,2014,Clay County ,Kansas,20027,Data suppressed,Data suppressed,"6,936"
HIV diagnoses,2014,Clayton County ,Georgia,13063,53.6,114,"212,621"
HIV diagnoses,2014,Clayton County ,Iowa,19043,Data suppressed,Data suppressed,"14,946"
HIV diagnoses,2014,Clearwater County ,Idaho,16035,Data suppressed,Data suppressed,"7,572"
HIV diagnoses,2014,Clinch County ,Georgia,13065,Data suppressed,Data suppressed,"5,519"
HIV diagnoses,2014,Clinton County ,Illinois,17027,Data suppressed,Data suppressed,"32,120"
HIV diagnoses,2014,Clinton County ,Indiana,18023,Data suppressed,Data suppressed,"26,528"
HIV diagnoses,2014,Clinton County ,Iowa,19045,Data suppressed,Data suppressed,"40,185"
HIV diagnoses,2014,Cloud County ,Kansas,20029,Data suppressed,Data suppressed,"7,832"
HIV diagnoses,2014,Cobb County ,Georgia,13067,23.4,141,"601,673"
HIV diagnoses,2014,Coffee County ,Georgia,13069,Data suppressed,Data suppressed,"35,140"
HIV diagnoses,2014,Coffey County ,Kansas,20031,Data suppressed,Data suppressed,"7,163"
HIV diagnoses,2014,Coles County ,Illinois,17029,Data suppressed,Data suppressed,"45,880"
HIV diagnoses,2014,Collier County ,Florida,12021,10.9,33,"303,260"
HIV diagnoses,2014,Colquitt County ,Georgia,13071,16.3,6,"36,900"
HIV diagnoses,2014,Columbia County ,Florida,12023,17.5,10,"57,267"
HIV diagnoses,2014,Columbia County ,Georgia,13073,10.5,12,"114,030"
HIV diagnoses,2014,Comanche County ,Kansas,20033,Data suppressed,Data suppressed,"1,586"
HIV diagnoses,2014,Cook County ,Georgia,13075,Data suppressed,Data suppressed,"13,905"
HIV diagnoses,2014,Cook County ,Illinois,17031,25.4,"1,113","4,390,133"
HIV diagnoses,2014,Coweta County ,Georgia,13077,11.7,13,"110,961"
HIV diagnoses,2014,Cowley County ,Kansas,20035,Data suppressed,Data suppressed,"29,739"
HIV diagnoses,2014,Crawford County ,Georgia,13079,47.2,5,"10,586"
HIV diagnoses,2014,Crawford County ,Illinois,17033,Data suppressed,Data suppressed,"16,672"
HIV diagnoses,2014,Crawford County ,Indiana,18025,Data suppressed,Data suppressed,"8,976"
HIV diagnoses,2014,Crawford County ,Iowa,19047,Data suppressed,Data suppressed,"14,021"
HIV diagnoses,2014,Crawford County ,Kansas,20037,Data suppressed,Data suppressed,"33,194"
HIV diagnoses,2014,Crisp County ,Georgia,13081,47.7,9,"18,883"
HIV diagnoses,2014,Cumberland County ,Illinois,17035,Data suppressed,Data suppressed,"9,110"
HIV diagnoses,2014,Custer County ,Idaho,16037,Data suppressed,Data suppressed,"3,637"
HIV diagnoses,2014,Dade County ,Georgia,13083,Data suppressed,Data suppressed,"14,104"
HIV diagnoses,2014,Dallas County ,Iowa,19049,Data suppressed,Data suppressed,"61,022"
HIV diagnoses,2014,Daviess County ,Indiana,18027,Data suppressed,Data suppressed,"25,720"
HIV diagnoses,2014,Davis County ,Iowa,19051,Data suppressed,Data suppressed,"6,939"
HIV diagnoses,2014,Dawson County ,Georgia,13085,Data suppressed,Data suppressed,"19,502"
HIV diagnoses,2014,De Witt County ,Illinois,17039,Data suppressed,Data suppressed,"13,816"
HIV diagnoses,2014,Dearborn County ,Indiana,18029,Data suppressed,Data suppressed,"41,512"
HIV diagnoses,2014,Decatur County ,Georgia,13087,40.1,9,"22,459"
HIV diagnoses,2014,Decatur County ,Indiana,18031,Data suppressed,Data suppressed,"21,895"
HIV diagnoses,2014,Decatur County ,Iowa,19053,Data suppressed,Data suppressed,"6,971"
HIV diagnoses,2014,Decatur County ,Kansas,20039,Data suppressed,Data suppressed,"2,480"
HIV diagnoses,2014,Dekalb County ,Georgia,13089,61.6,367,"595,844"
HIV diagnoses,2014,Dekalb County ,Illinois,17037,5.7,5,"88,284"
HIV diagnoses,2014,Dekalb County ,Indiana,18033,Data suppressed,Data suppressed,"35,160"
HIV diagnoses,2014,Delaware County ,Indiana,18035,4.9,5,"101,514"
HIV diagnoses,2014,Delaware County ,Iowa,19055,Data suppressed,Data suppressed,"14,522"
HIV diagnoses,2014,Des Moines County ,Iowa,19057,Data suppressed,Data suppressed,"33,582"
HIV diagnoses,2014,Desoto County ,Florida,12027,16.7,5,"30,021"
HIV diagnoses,2014,Dickinson County ,Iowa,19059,Data suppressed,Data suppressed,"14,636"
HIV diagnoses,2014,Dickinson County ,Kansas,20041,Data suppressed,Data suppressed,"16,059"
HIV diagnoses,2014,Dixie County ,Florida,12029,Data suppressed,Data suppressed,"13,688"
HIV diagnoses,2014,Dodge County ,Georgia,13091,Data suppressed,Data suppressed,"17,820"
HIV diagnoses,2014,Doniphan County ,Kansas,20043,Data suppressed,Data suppressed,"6,642"
HIV diagnoses,2014,Dooly County ,Georgia,13093,Data suppressed,Data suppressed,"12,247"
HIV diagnoses,2014,Dougherty County ,Georgia,13095,58.2,44,"75,594"
HIV diagnoses,2014,Douglas County ,Georgia,13097,21.3,24,"112,461"
HIV diagnoses,2014,Douglas County ,Illinois,17041,Data suppressed,Data suppressed,"16,226"
HIV diagnoses,2014,Douglas County ,Kansas,20045,7,7,"100,472"
HIV diagnoses,2014,Dubois County ,Indiana,18037,Data suppressed,Data suppressed,"35,160"
HIV diagnoses,2014,Dubuque County ,Iowa,19061,Data suppressed,Data suppressed,"80,658"
HIV diagnoses,2014,Dupage County ,Illinois,17043,4.5,35,"780,444"
HIV diagnoses,2014,Duval County ,Florida,12031,36.3,272,"748,482"
HIV diagnoses,2014,Early County ,Georgia,13099,Data suppressed,Data suppressed,"8,608"
HIV diagnoses,2014,Echols County ,Georgia,13101,Data suppressed,Data suppressed,"3,194"
HIV diagnoses,2014,Edgar County ,Illinois,17045,Data suppressed,Data suppressed,"15,170"
HIV diagnoses,2014,Edwards County ,Illinois,17047,Data suppressed,Data suppressed,"5,550"
HIV diagnoses,2014,Edwards County ,Kansas,20047,Data suppressed,Data suppressed,"2,525"
HIV diagnoses,2014,Effingham County ,Georgia,13103,Data suppressed,Data suppressed,"45,037"
HIV diagnoses,2014,Effingham County ,Illinois,17049,Data suppressed,Data suppressed,"28,554"
HIV diagnoses,2014,Elbert County ,Georgia,13105,Data suppressed,Data suppressed,"16,356"
HIV diagnoses,2014,Elk County ,Kansas,20049,Data suppressed,Data suppressed,"2,302"
HIV diagnoses,2014,Elkhart County ,Indiana,18039,Data suppressed,Data suppressed,"160,983"
HIV diagnoses,2014,Ellis County ,Kansas,20051,Data suppressed,Data suppressed,"24,278"
HIV diagnoses,2014,Ellsworth County ,Kansas,20053,Data suppressed,Data suppressed,"5,566"
HIV diagnoses,2014,Elmore County ,Idaho,16039,Data suppressed,Data suppressed,"21,051"
HIV diagnoses,2014,Emanuel County ,Georgia,13107,27,5,"18,549"
HIV diagnoses,2014,Emmet County ,Iowa,19063,Data suppressed,Data suppressed,"8,367"
HIV diagnoses,2014,Escambia County ,Florida,12033,23.3,61,"261,821"
HIV diagnoses,2014,Evans County ,Georgia,13109,Data suppressed,Data suppressed,"8,719"
HIV diagnoses,2014,Fannin County ,Georgia,13111,Data suppressed,Data suppressed,"20,776"
HIV diagnoses,2014,Fayette County ,Georgia,13113,16.1,15,"93,091"
HIV diagnoses,2014,Fayette County ,Illinois,17051,Data suppressed,Data suppressed,"18,667"
HIV diagnoses,2014,Fayette County ,Indiana,18041,Data suppressed,Data suppressed,"19,797"
HIV diagnoses,2014,Fayette County ,Iowa,19065,Data suppressed,Data suppressed,"17,315"
HIV diagnoses,2014,Finney County ,Kansas,20055,Data suppressed,Data suppressed,"28,601"
HIV diagnoses,2014,Flagler County ,Florida,12035,11.1,10,"89,763"
HIV diagnoses,2014,Floyd County ,Georgia,13115,Data suppressed,Data suppressed,"79,869"
HIV diagnoses,2014,Floyd County ,Indiana,18043,Data suppressed,Data suppressed,"63,891"
HIV diagnoses,2014,Floyd County ,Iowa,19067,Data suppressed,Data suppressed,"13,416"
HIV diagnoses,2014,Ford County ,Illinois,17053,Data suppressed,Data suppressed,"11,528"
HIV diagnoses,2014,Ford County ,Kansas,20057,Data suppressed,Data suppressed,"26,867"
HIV diagnoses,2014,Forsyth County ,Georgia,13117,Data suppressed,Data suppressed,"162,748"
HIV diagnoses,2014,Fountain County ,Indiana,18045,Data suppressed,Data suppressed,"14,079"
HIV diagnoses,2014,Franklin County ,Florida,12037,Data suppressed,Data suppressed,"10,310"
HIV diagnoses,2014,Franklin County ,Georgia,13119,Data suppressed,Data suppressed,"18,790"
HIV diagnoses,2014,Franklin County ,Idaho,16041,Data suppressed,Data suppressed,"9,897"
HIV diagnoses,2014,Franklin County ,Illinois,17055,Data suppressed,Data suppressed,"33,291"
HIV diagnoses,2014,Franklin County ,Indiana,18047,Data suppressed,Data suppressed,"19,049"
HIV diagnoses,2014,Franklin County ,Iowa,19069,Data suppressed,Data suppressed,"8,708"
HIV diagnoses,2014,Franklin County ,Kansas,20059,Data suppressed,Data suppressed,"21,085"
HIV diagnoses,2014,Fremont County ,Idaho,16043,Data suppressed,Data suppressed,"10,353"
HIV diagnoses,2014,Fremont County ,Iowa,19071,Data suppressed,Data suppressed,"5,947"
HIV diagnoses,2014,Fulton County ,Georgia,13121,68.1,565,"829,751"
HIV diagnoses,2014,Fulton County ,Illinois,17057,Data suppressed,Data suppressed,"30,998"
HIV diagnoses,2014,Fulton County ,Indiana,18049,Data suppressed,Data suppressed,"17,031"
HIV diagnoses,2014,Gadsden County ,Florida,12039,36.2,14,"38,657"
HIV diagnoses,2014,Gallatin County ,Illinois,17059,Data suppressed,Data suppressed,"4,551"
HIV diagnoses,2014,Geary County ,Kansas,20061,18,5,"27,737"
HIV diagnoses,2014,Gem County ,Idaho,16045,Data suppressed,Data suppressed,"14,025"
HIV diagnoses,2014,Gibson County ,Indiana,18051,Data suppressed,Data suppressed,"28,222"
HIV diagnoses,2014,Gilchrist County ,Florida,12041,Data suppressed,Data suppressed,"14,617"
HIV diagnoses,2014,Gilmer County ,Georgia,13123,Data suppressed,Data suppressed,"24,661"
HIV diagnoses,2014,Glades County ,Florida,12043,Data suppressed,Data suppressed,"11,917"
HIV diagnoses,2014,Glascock County ,Georgia,13125,Data suppressed,Data suppressed,"2,561"
HIV diagnoses,2014,Glynn County ,Georgia,13127,17.5,12,"68,731"
HIV diagnoses,2014,Gooding County ,Idaho,16047,Data suppressed,Data suppressed,"12,071"
HIV diagnoses,2014,Gordon County ,Georgia,13129,Data suppressed,Data suppressed,"45,823"
HIV diagnoses,2014,Gove County ,Kansas,20063,Data suppressed,Data suppressed,"2,235"
HIV diagnoses,2014,Grady County ,Georgia,13131,Data suppressed,Data suppressed,"20,596"
HIV diagnoses,2014,Graham County ,Kansas,20065,Data suppressed,Data suppressed,"2,173"
HIV diagnoses,2014,Grant County ,Indiana,18053,Data suppressed,Data suppressed,"58,477"
HIV diagnoses,2014,Grant County ,Kansas,20067,Data suppressed,Data suppressed,"5,989"
HIV diagnoses,2014,Gray County ,Kansas,20069,Data suppressed,Data suppressed,"4,795"
HIV diagnoses,2014,Greeley County ,Kansas,20071,Data suppressed,Data suppressed,"1,057"
HIV diagnoses,2014,Greene County ,Georgia,13133,Data suppressed,Data suppressed,"14,151"
HIV diagnoses,2014,Greene County ,Illinois,17061,Data suppressed,Data suppressed,"11,258"
HIV diagnoses,2014,Greene County ,Indiana,18055,Data suppressed,Data suppressed,"27,640"
HIV diagnoses,2014,Greene County ,Iowa,19073,Data suppressed,Data suppressed,"7,740"
HIV diagnoses,2014,Greenwood County ,Kansas,20073,Data suppressed,Data suppressed,"5,366"
HIV diagnoses,2014,Grundy County ,Illinois,17063,Data suppressed,Data suppressed,"41,205"
HIV diagnoses,2014,Grundy County ,Iowa,19075,Data suppressed,Data suppressed,"10,312"
HIV diagnoses,2014,Gulf County ,Florida,12045,Data suppressed,Data suppressed,"14,192"
HIV diagnoses,2014,Guthrie County ,Iowa,19077,Data suppressed,Data suppressed,"9,073"
HIV diagnoses,2014,Gwinnett County ,Georgia,13135,15.3,108,"704,264"
HIV diagnoses,2014,Habersham County ,Georgia,13137,Data suppressed,Data suppressed,"36,525"
HIV diagnoses,2014,Hall County ,Georgia,13139,6.5,10,"154,171"
HIV diagnoses,2014,Hamilton County ,Florida,12047,Data suppressed,Data suppressed,"12,117"
HIV diagnoses,2014,Hamilton County ,Illinois,17065,Data suppressed,Data suppressed,"6,972"
HIV diagnoses,2014,Hamilton County ,Indiana,18057,4.1,10,"241,955"
HIV diagnoses,2014,Hamilton County ,Iowa,19079,Data suppressed,Data suppressed,"12,723"
HIV diagnoses,2014,Hamilton County ,Kansas,20075,Data suppressed,Data suppressed,"2,021"
HIV diagnoses,2014,Hancock County ,Georgia,13141,Data suppressed,Data suppressed,"7,514"
HIV diagnoses,2014,Hancock County ,Illinois,17067,Data suppressed,Data suppressed,"15,877"
HIV diagnoses,2014,Hancock County ,Indiana,18059,Data suppressed,Data suppressed,"60,166"
HIV diagnoses,2014,Hancock County ,Iowa,19081,Data suppressed,Data suppressed,"9,244"
HIV diagnoses,2014,Haralson County ,Georgia,13143,Data suppressed,Data suppressed,"23,815"
HIV diagnoses,2014,Hardee County ,Florida,12049,Data suppressed,Data suppressed,"22,156"
HIV diagnoses,2014,Hardin County ,Illinois,17069,Data suppressed,Data suppressed,"3,657"
HIV diagnoses,2014,Hardin County ,Iowa,19083,Data suppressed,Data suppressed,"14,869"
HIV diagnoses,2014,Harper County ,Kansas,20077,Data suppressed,Data suppressed,"4,790"
HIV diagnoses,2014,Harris County ,Georgia,13145,Data suppressed,Data suppressed,"27,991"
HIV diagnoses,2014,Harrison County ,Indiana,18061,Data suppressed,Data suppressed,"32,996"
HIV diagnoses,2014,Harrison County ,Iowa,19085,Data suppressed,Data suppressed,"12,065"
HIV diagnoses,2014,Hart County ,Georgia,13147,Data suppressed,Data suppressed,"21,524"
HIV diagnoses,2014,Harvey County ,Kansas,20079,Data suppressed,Data suppressed,"28,557"
HIV diagnoses,2014,Haskell County ,Kansas,20081,Data suppressed,Data suppressed,"3,236"
HIV diagnoses,2014,Hawaii County ,Hawaii,15001,4.9,8,"162,625"
HIV diagnoses,2014,Heard County ,Georgia,13149,Data suppressed,Data suppressed,"9,725"
HIV diagnoses,2014,Henderson County ,Illinois,17071,Data suppressed,Data suppressed,"6,087"
HIV diagnoses,2014,Hendricks County ,Indiana,18063,3.9,5,"127,821"
HIV diagnoses,2014,Hendry County ,Florida,12051,Data suppressed,Data suppressed,"30,650"
HIV diagnoses,2014,Henry County ,Georgia,13151,16,28,"175,019"
HIV diagnoses,2014,Henry County ,Illinois,17073,Data suppressed,Data suppressed,"41,798"
HIV diagnoses,2014,Henry County ,Indiana,18065,Data suppressed,Data suppressed,"42,004"
HIV diagnoses,2014,Henry County ,Iowa,19087,Data suppressed,Data suppressed,"16,842"
HIV diagnoses,2014,Hernando County ,Florida,12053,7.2,11,"153,168"
HIV diagnoses,2014,Highlands County ,Florida,12055,5.8,5,"85,636"
HIV diagnoses,2014,Hillsborough County ,Florida,12057,31,341,"1,098,952"
HIV diagnoses,2014,Hodgeman County ,Kansas,20083,Data suppressed,Data suppressed,"1,611"
HIV diagnoses,2014,Holmes County ,Florida,12059,Data suppressed,Data suppressed,"16,843"
HIV diagnoses,2014,Honolulu County ,Hawaii,15003,8.6,72,"833,210"
HIV diagnoses,2014,Houston County ,Georgia,13153,16.5,20,"121,569"
HIV diagnoses,2014,Howard County ,Indiana,18067,Data suppressed,Data suppressed,"69,326"
HIV diagnoses,2014,Howard County ,Iowa,19089,Data suppressed,Data suppressed,"7,699"
HIV diagnoses,2014,Humboldt County ,Iowa,19091,Data suppressed,Data suppressed,"8,043"
HIV diagnoses,2014,Huntington County ,Indiana,18069,Data suppressed,Data suppressed,"30,991"
HIV diagnoses,2014,Ida County ,Iowa,19093,Data suppressed,Data suppressed,"5,805"
HIV diagnoses,2014,Idaho County ,Idaho,16049,Data suppressed,Data suppressed,"13,954"
HIV diagnoses,2014,Indian River County ,Florida,12061,9.4,12,"127,213"
HIV diagnoses,2014,Iowa County ,Iowa,19095,Data suppressed,Data suppressed,"13,705"
HIV diagnoses,2014,Iroquois County ,Illinois,17075,Data suppressed,Data suppressed,"24,413"
HIV diagnoses,2014,Irwin County ,Georgia,13155,Data suppressed,Data suppressed,"7,651"
HIV diagnoses,2014,Jackson County ,Florida,12063,30.7,13,"42,324"
HIV diagnoses,2014,Jackson County ,Georgia,13157,Data suppressed,Data suppressed,"50,502"
HIV diagnoses,2014,Jackson County ,Illinois,17077,Data suppressed,Data suppressed,"51,766"
HIV diagnoses,2014,Jackson County ,Indiana,18071,Data suppressed,Data suppressed,"36,129"
HIV diagnoses,2014,Jackson County ,Iowa,19097,Data suppressed,Data suppressed,"16,458"
HIV diagnoses,2014,Jackson County ,Kansas,20085,Data suppressed,Data suppressed,"11,036"
HIV diagnoses,2014,Jasper County ,Georgia,13159,Data suppressed,Data suppressed,"11,162"
HIV diagnoses,2014,Jasper County ,Illinois,17079,Data suppressed,Data suppressed,"8,048"
HIV diagnoses,2014,Jasper County ,Indiana,18073,Data suppressed,Data suppressed,"27,825"
HIV diagnoses,2014,Jasper County ,Iowa,19099,Data suppressed,Data suppressed,"30,973"
HIV diagnoses,2014,Jay County ,Indiana,18075,Data suppressed,Data suppressed,"17,292"
HIV diagnoses,2014,Jeff Davis County ,Georgia,13161,Data suppressed,Data suppressed,"11,914"
HIV diagnoses,2014,Jefferson County ,Florida,12065,Data suppressed,Data suppressed,"12,236"
HIV diagnoses,2014,Jefferson County ,Georgia,13163,Data suppressed,Data suppressed,"13,470"
HIV diagnoses,2014,Jefferson County ,Idaho,16051,Data suppressed,Data suppressed,"20,217"
HIV diagnoses,2014,Jefferson County ,Illinois,17081,Data suppressed,Data suppressed,"32,376"
HIV diagnoses,2014,Jefferson County ,Indiana,18077,Data suppressed,Data suppressed,"27,816"
HIV diagnoses,2014,Jefferson County ,Iowa,19101,Data suppressed,Data suppressed,"15,452"
HIV diagnoses,2014,Jefferson County ,Kansas,20087,Data suppressed,Data suppressed,"15,833"
HIV diagnoses,2014,Jenkins County ,Georgia,13165,Data suppressed,Data suppressed,"7,684"
HIV diagnoses,2014,Jennings County ,Indiana,18079,Data suppressed,Data suppressed,"23,303"
HIV diagnoses,2014,Jerome County ,Idaho,16053,Data suppressed,Data suppressed,"17,461"
HIV diagnoses,2014,Jersey County ,Illinois,17083,Data suppressed,Data suppressed,"19,225"
HIV diagnoses,2014,Jewell County ,Kansas,20089,Data suppressed,Data suppressed,"2,619"
HIV diagnoses,2014,Jo Daviess County ,Illinois,17085,Data suppressed,Data suppressed,"19,324"
HIV diagnoses,2014,Johnson County ,Georgia,13167,Data suppressed,Data suppressed,"8,388"
HIV diagnoses,2014,Johnson County ,Illinois,17087,Data suppressed,Data suppressed,"11,159"
HIV diagnoses,2014,Johnson County ,Indiana,18081,Data suppressed,Data suppressed,"121,213"
HIV diagnoses,2014,Johnson County ,Iowa,19103,5,6,"120,910"
HIV diagnoses,2014,Johnson County ,Kansas,20091,5.7,27,"469,635"
HIV diagnoses,2014,Jones County ,Georgia,13169,Data suppressed,Data suppressed,"23,950"
HIV diagnoses,2014,Jones County ,Iowa,19105,Data suppressed,Data suppressed,"17,334"
HIV diagnoses,2014,Kalawao County ,Hawaii,15005,Data suppressed,Data suppressed,89
HIV diagnoses,2014,Kane County ,Illinois,17089,11,47,"426,681"
HIV diagnoses,2014,Kankakee County ,Illinois,17091,8.6,8,"92,520"
HIV diagnoses,2014,Kauai County ,Hawaii,15007,Data suppressed,Data suppressed,"59,100"
HIV diagnoses,2014,Kearny County ,Kansas,20093,Data suppressed,Data suppressed,"3,090"
HIV diagnoses,2014,Kendall County ,Illinois,17093,Data suppressed,Data suppressed,"95,698"
HIV diagnoses,2014,Keokuk County ,Iowa,19107,Data suppressed,Data suppressed,"8,545"
HIV diagnoses,2014,Kingman County ,Kansas,20095,Data suppressed,Data suppressed,"6,538"
HIV diagnoses,2014,Kiowa County ,Kansas,20097,Data suppressed,Data suppressed,"2,131"
HIV diagnoses,2014,Knox County ,Illinois,17095,Data suppressed,Data suppressed,"44,753"
HIV diagnoses,2014,Knox County ,Indiana,18083,Data suppressed,Data suppressed,"32,090"
HIV diagnoses,2014,Kootenai County ,Idaho,16055,Data suppressed,Data suppressed,"122,717"
HIV diagnoses,2014,Kosciusko County ,Indiana,18085,Data suppressed,Data suppressed,"64,658"
HIV diagnoses,2014,Kossuth County ,Iowa,19109,Data suppressed,Data suppressed,"12,855"
HIV diagnoses,2014,Labette County ,Kansas,20099,Data suppressed,Data suppressed,"17,374"
HIV diagnoses,2014,Lafayette County ,Florida,12067,Data suppressed,Data suppressed,"7,577"
HIV diagnoses,2014,Lagrange County ,Indiana,18087,Data suppressed,Data suppressed,"29,028"
HIV diagnoses,2014,Lake County ,Florida,12069,14.7,40,"271,713"
HIV diagnoses,2014,Lake County ,Illinois,17097,6.9,40,"580,351"
HIV diagnoses,2014,Lake County ,Indiana,18089,13.5,55,"405,948"
HIV diagnoses,2014,Lamar County ,Georgia,13171,32.2,5,"15,510"
HIV diagnoses,2014,Lane County ,Kansas,20101,Data suppressed,Data suppressed,"1,444"
HIV diagnoses,2014,Lanier County ,Georgia,13173,Data suppressed,Data suppressed,"8,336"
HIV diagnoses,2014,Laporte County ,Indiana,18091,Data suppressed,Data suppressed,"94,385"
HIV diagnoses,2014,Lasalle County ,Illinois,17099,Data suppressed,Data suppressed,"94,927"
HIV diagnoses,2014,Latah County ,Idaho,16057,Data suppressed,Data suppressed,"33,332"
HIV diagnoses,2014,Laurens County ,Georgia,13175,30.5,12,"39,319"
HIV diagnoses,2014,Lawrence County ,Illinois,17101,Data suppressed,Data suppressed,"14,331"
HIV diagnoses,2014,Lawrence County ,Indiana,18093,Data suppressed,Data suppressed,"38,591"
HIV diagnoses,2014,Leavenworth County ,Kansas,20103,Data suppressed,Data suppressed,"64,981"
HIV diagnoses,2014,Lee County ,Florida,12071,13.7,81,"589,412"
HIV diagnoses,2014,Lee County ,Georgia,13177,Data suppressed,Data suppressed,"23,719"
HIV diagnoses,2014,Lee County ,Illinois,17103,Data suppressed,Data suppressed,"29,905"
HIV diagnoses,2014,Lee County ,Iowa,19111,Data suppressed,Data suppressed,"29,818"
HIV diagnoses,2014,Lemhi County ,Idaho,16059,Data suppressed,Data suppressed,"6,747"
HIV diagnoses,2014,Leon County ,Florida,12073,29.8,73,"245,224"
HIV diagnoses,2014,Levy County ,Florida,12075,Data suppressed,Data suppressed,"33,968"
HIV diagnoses,2014,Lewis County ,Idaho,16061,Data suppressed,Data suppressed,"3,191"
HIV diagnoses,2014,Liberty County ,Florida,12077,Data suppressed,Data suppressed,"7,270"
HIV diagnoses,2014,Liberty County ,Georgia,13179,21.9,11,"50,240"
HIV diagnoses,2014,Lincoln County ,Georgia,13181,Data suppressed,Data suppressed,"6,592"
HIV diagnoses,2014,Lincoln County ,Idaho,16063,Data suppressed,Data suppressed,"4,146"
HIV diagnoses,2014,Lincoln County ,Kansas,20105,Data suppressed,Data suppressed,"2,621"
HIV diagnoses,2014,Linn County ,Iowa,19113,8.3,15,"180,766"
HIV diagnoses,2014,Linn County ,Kansas,20107,Data suppressed,Data suppressed,"7,982"
HIV diagnoses,2014,Livingston County ,Illinois,17105,Data suppressed,Data suppressed,"31,391"
HIV diagnoses,2014,Logan County ,Illinois,17107,Data suppressed,Data suppressed,"25,713"
HIV diagnoses,2014,Logan County ,Kansas,20109,Data suppressed,Data suppressed,"2,348"
HIV diagnoses,2014,Long County ,Georgia,13183,Data suppressed,Data suppressed,"13,524"
HIV diagnoses,2014,Louisa County ,Iowa,19115,Data suppressed,Data suppressed,"9,410"
HIV diagnoses,2014,Lowndes County ,Georgia,13185,29.1,27,"92,855"
HIV diagnoses,2014,Lucas County ,Iowa,19117,Data suppressed,Data suppressed,"7,285"
HIV diagnoses,2014,Lumpkin County ,Georgia,13187,Data suppressed,Data suppressed,"26,966"
HIV diagnoses,2014,Lyon County ,Iowa,19119,Data suppressed,Data suppressed,"9,306"
HIV diagnoses,2014,Lyon County ,Kansas,20111,Data suppressed,Data suppressed,"27,820"
HIV diagnoses,2014,Macon County ,Georgia,13193,Data suppressed,Data suppressed,"11,874"
HIV diagnoses,2014,Macon County ,Illinois,17115,Data suppressed,Data suppressed,"90,959"
HIV diagnoses,2014,Macoupin County ,Illinois,17117,Data suppressed,Data suppressed,"39,424"
HIV diagnoses,2014,Madison County ,Florida,12079,37.8,6,"15,892"
